2025-12-16T06:43:04.000000000Z [inf]  Starting Container
2025-12-16T06:44:10.716878708Z [inf]  [Engine]   └─ SL: $85960.00 (Infinity%)
2025-12-16T06:44:10.716887178Z [inf]  [Engine]   └─ TP: $86740.00 (Infinity%)
2025-12-16T06:44:16.768329355Z [inf]    "index": 0,
2025-12-16T06:44:16.768331933Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:16.768337891Z [inf]    "message": {
2025-12-16T06:44:16.768342822Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:16.768343954Z [inf]      "role": "assistant",
2025-12-16T06:44:16.768349531Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 75}",
2025-12-16T06:44:16.768351933Z [inf]  [GPT-Screen] BTCUSDT: score=75, direction=BUY, hasOpp=true
2025-12-16T06:44:16.768354053Z [inf]      "refusal": null,
2025-12-16T06:44:16.768365590Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 75, direction: BUY)
2025-12-16T06:44:16.768365828Z [inf]      "annotations": []
2025-12-16T06:44:16.768373274Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:16.768377189Z [inf]    },
2025-12-16T06:44:16.768384822Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:16.768384902Z [inf]    "finish_reason": "stop"
2025-12-16T06:44:16.768395697Z [inf]  }
2025-12-16T06:44:16.768409049Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-16T06:44:19.014794734Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:44:19.014806760Z [inf]    "index": 0,
2025-12-16T06:44:19.014814210Z [inf]    "message": {
2025-12-16T06:44:19.014819380Z [inf]      "role": "assistant",
2025-12-16T06:44:19.014833460Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-16T06:44:19.014839036Z [inf]      "refusal": null,
2025-12-16T06:44:19.014846931Z [inf]      "annotations": []
2025-12-16T06:44:19.014852051Z [inf]    },
2025-12-16T06:44:19.014870757Z [inf]    "finish_reason": "stop"
2025-12-16T06:44:19.014876537Z [inf]  }
2025-12-16T06:44:19.014881423Z [inf]  [GPT-Screen] ETHUSDT: score=65, direction=BUY, hasOpp=true
2025-12-16T06:44:19.014887521Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-16T06:44:19.014892577Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:19.014898077Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:19.014902960Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:19.014907549Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:27.996943210Z [inf]  [Socket] Client disconnected: jZd2Z-riRL2SrQL6AAAB
2025-12-16T06:44:27.996950144Z [inf]  [Socket] Client connected: uUXCGXjlVuYGvq-yAAAD
2025-12-16T06:44:33.001793144Z [inf]  [Engine] BTCUSDT: BUY (68%)
2025-12-16T06:44:33.001797497Z [inf]  [Engine]   └─ Confirmo BUY para scalp LONG. 1) Tendencia: precio ($86348.70) por encima de EMA9 ($86090), EMA21 ($...
2025-12-16T06:44:33.001828040Z [inf]  [Engine]   └─ Size: 4% | Leverage: 5x
2025-12-16T06:44:33.001833389Z [inf]  [Engine]   └─ SL: $85960.00 | TP: $86780.00
2025-12-16T06:44:34.142211375Z [inf]  [Engine] Opening BUY BTCUSDT:
2025-12-16T06:44:34.142220084Z [inf]  [Engine]   └─ Quantity: 0.008 @ ~$86348.70
2025-12-16T06:44:34.142226066Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:44:34.142232468Z [inf]  [Engine]   └─ Capital used: $144.90 (4%)
2025-12-16T06:44:34.142238304Z [inf]  [Engine]   └─ Position value: $724.51
2025-12-16T06:44:35.038381673Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:35.038387861Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:35.038393565Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:35.038399911Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:35.136297794Z [inf]  [Engine] Position opened: LONG BTCUSDT @ $0.00
2025-12-16T06:44:35.136304663Z [inf]  [Engine]   └─ SL: $85960.00 (Infinity%)
2025-12-16T06:44:35.136316127Z [inf]  [Engine]   └─ TP: $86780.00 (Infinity%)
2025-12-16T06:44:36.055152631Z [inf]  [Engine] ETHUSDT: BUY (62%)
2025-12-16T06:44:36.055159238Z [inf]  [Engine]   └─ Confirmo el BUY pero como scalp (no swing) porque, aunque el día va -6.01% (sesgo bajista de fondo),...
2025-12-16T06:44:36.055165848Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:44:36.055172770Z [inf]  [Engine]   └─ SL: $2923.00 | TP: $2950.60
2025-12-16T06:44:37.135737785Z [inf]  [Engine] Opening BUY ETHUSDT:
2025-12-16T06:44:37.135745723Z [inf]  [Engine]   └─ Quantity: 0.178 @ ~$2939.38
2025-12-16T06:44:37.135751949Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:44:37.135758761Z [inf]  [Engine]   └─ Capital used: $104.53 (3%)
2025-12-16T06:44:37.135764505Z [inf]  [Engine]   └─ Position value: $522.66
2025-12-16T06:44:38.150894527Z [inf]  [Engine] Position opened: LONG ETHUSDT @ $0.00
2025-12-16T06:44:38.150908130Z [inf]  [Engine]   └─ SL: $2923.00 (Infinity%)
2025-12-16T06:44:38.150915207Z [inf]  [Engine]   └─ TP: $2950.60 (Infinity%)
2025-12-16T06:44:38.150936130Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:38.150941449Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:38.150947110Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:38.150952372Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:46.235307039Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-16T06:44:46.235314227Z [inf]    "index": 0,
2025-12-16T06:44:46.235320121Z [inf]    "message": {
2025-12-16T06:44:46.235328273Z [inf]      "role": "assistant",
2025-12-16T06:44:46.235334237Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 62}",
2025-12-16T06:44:46.235339899Z [inf]      "refusal": null,
2025-12-16T06:44:46.235347917Z [inf]      "annotations": []
2025-12-16T06:44:46.235357063Z [inf]    },
2025-12-16T06:44:46.235363183Z [inf]    "finish_reason": "stop"
2025-12-16T06:44:46.235369922Z [inf]  }
2025-12-16T06:44:46.235376370Z [inf]  [GPT-Screen] BTCUSDT: score=62, direction=SELL, hasOpp=true
2025-12-16T06:44:46.235382516Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 62, direction: SELL)
2025-12-16T06:44:46.235389551Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:46.235396271Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:46.235402570Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:46.235409556Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:47.267514371Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 54, direction: BUY)
2025-12-16T06:44:47.267525174Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:47.267532158Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:47.267538374Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:47.267546383Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:47.267557605Z [inf]      "refusal": null,
2025-12-16T06:44:47.267576651Z [inf]      "annotations": []
2025-12-16T06:44:47.267579972Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:44:47.267587202Z [inf]    "index": 0,
2025-12-16T06:44:47.267591541Z [inf]    },
2025-12-16T06:44:47.267599170Z [inf]    "message": {
2025-12-16T06:44:47.267602922Z [inf]    "finish_reason": "stop"
2025-12-16T06:44:47.267611921Z [inf]      "role": "assistant",
2025-12-16T06:44:47.267613554Z [inf]  }
2025-12-16T06:44:47.267622747Z [inf]  [GPT-Screen] ETHUSDT: score=54, direction=BUY, hasOpp=true
2025-12-16T06:44:47.267626324Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 54}",
2025-12-16T06:44:48.259598904Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:44:48.259606598Z [inf]    "index": 0,
2025-12-16T06:44:48.259613513Z [inf]    "message": {
2025-12-16T06:44:48.259619963Z [inf]      "role": "assistant",
2025-12-16T06:44:48.259626795Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 62}",
2025-12-16T06:44:48.259633432Z [inf]      "refusal": null,
2025-12-16T06:44:48.259640139Z [inf]      "annotations": []
2025-12-16T06:44:48.259646498Z [inf]    },
2025-12-16T06:44:48.259653831Z [inf]    "finish_reason": "stop"
2025-12-16T06:44:48.259662428Z [inf]  }
2025-12-16T06:44:48.259669300Z [inf]  [GPT-Screen] BNBUSDT: score=62, direction=BUY, hasOpp=true
2025-12-16T06:44:48.259676091Z [inf]  [Engine] BNBUSDT: Opportunity detected! (score: 62, direction: BUY)
2025-12-16T06:44:48.259684294Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:48.259691339Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:48.259699112Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:44:48.259706128Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:08.258499518Z [inf]  [Engine]   └─ SL: $2914.90 | TP: $2952.00
2025-12-16T06:45:08.258512232Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:45:08.258520429Z [inf]  [Engine] BNBUSDT: HOLD (56%)
2025-12-16T06:45:08.258528532Z [inf]  [Engine] ⚠️ BNBUSDT: GPT-5.2 said HOLD but screening detected BUY (score: 62)
2025-12-16T06:45:08.258535171Z [inf]  [Engine]   └─ Reason for rejection: Aunque la estructura intradía es alcista (precio > EMA9/EMA21/SMA50 y MACD histograma positivo), el contexto es de rango con tendencia débil (ADX 21.2...
2025-12-16T06:45:08.258542719Z [inf]  [Engine]   └─ Aunque la estructura intradía es alcista (precio > EMA9/EMA21/SMA50 y MACD histograma positivo), el ...
2025-12-16T06:45:08.258625529Z [inf]  [Engine] BTCUSDT: SELL (62%)
2025-12-16T06:45:08.258634398Z [inf]  [Engine]   └─ Confirmo el SELL como scalp de reversión/retroceso (no como swing) por confluencia corta en microest...
2025-12-16T06:45:08.258644233Z [inf]  [Engine]   └─ Size: 2.5% | Leverage: 3x
2025-12-16T06:45:08.258651959Z [inf]  [Engine]   └─ SL: $86620.00 | TP: $86050.00
2025-12-16T06:45:08.258659501Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:45:08.258667343Z [inf]  [Engine] ETHUSDT: BUY (61%)
2025-12-16T06:45:08.258674864Z [inf]  [Engine]   └─ Confirmo BUY pero como scalp defensivo (rebote/mean reversion), no como swing. Señales a favor: (1) ...
2025-12-16T06:45:08.258683915Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:45:10.331737030Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:45:10.331745319Z [inf]    "index": 0,
2025-12-16T06:45:10.331751772Z [inf]    "message": {
2025-12-16T06:45:10.331758550Z [inf]      "role": "assistant",
2025-12-16T06:45:10.331764245Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"SELL\", \"score\": 40}",
2025-12-16T06:45:10.331769860Z [inf]      "refusal": null,
2025-12-16T06:45:10.331775674Z [inf]      "annotations": []
2025-12-16T06:45:10.331782706Z [inf]    },
2025-12-16T06:45:10.331789346Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:10.331795948Z [inf]  }
2025-12-16T06:45:10.331802222Z [inf]  [GPT-Screen] ETHUSDT: score=40, direction=SELL, hasOpp=false
2025-12-16T06:45:10.331812149Z [inf]  [Engine] ETHUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:45:15.390944655Z [inf]  [Engine] SOLUSDT: No opportunity (score: 28) - skipping full analysis
2025-12-16T06:45:15.390977625Z [inf]      "role": "assistant",
2025-12-16T06:45:15.390991202Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 28}",
2025-12-16T06:45:15.390999570Z [inf]      "refusal": null,
2025-12-16T06:45:15.391008563Z [inf]      "annotations": []
2025-12-16T06:45:15.391017358Z [inf]    },
2025-12-16T06:45:15.391017981Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:45:15.391029491Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:15.391038637Z [inf]  }
2025-12-16T06:45:15.391041093Z [inf]    "index": 0,
2025-12-16T06:45:15.391047685Z [inf]  [GPT-Screen] SOLUSDT: score=28, direction=NONE, hasOpp=false
2025-12-16T06:45:15.391050023Z [inf]    "message": {
2025-12-16T06:45:17.348956925Z [inf]  }
2025-12-16T06:45:17.348969463Z [inf]  [GPT-Screen] BTCUSDT: score=80, direction=BUY, hasOpp=true
2025-12-16T06:45:17.348976334Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 80, direction: BUY)
2025-12-16T06:45:17.348984207Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:17.348994593Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:17.349002815Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:17.349023826Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:17.349058646Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:45:17.349064288Z [inf]    "index": 0,
2025-12-16T06:45:17.349069659Z [inf]    "message": {
2025-12-16T06:45:17.349075348Z [inf]      "role": "assistant",
2025-12-16T06:45:17.349081189Z [inf]      "content": "",
2025-12-16T06:45:17.349086402Z [inf]      "refusal": null,
2025-12-16T06:45:17.349092031Z [inf]      "annotations": []
2025-12-16T06:45:17.349096970Z [inf]    },
2025-12-16T06:45:17.349102000Z [inf]    "finish_reason": "length"
2025-12-16T06:45:17.349115992Z [inf]  }
2025-12-16T06:45:17.349124113Z [inf]  [GPT-Screen] BNBUSDT: Empty content, checking refusal: null
2025-12-16T06:45:17.349130962Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-16T06:45:17.349137324Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-16T06:45:17.349144114Z [inf]    "index": 0,
2025-12-16T06:45:17.349150541Z [inf]    "message": {
2025-12-16T06:45:17.349157355Z [inf]      "role": "assistant",
2025-12-16T06:45:17.349166417Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 80}",
2025-12-16T06:45:17.349171586Z [inf]      "refusal": null,
2025-12-16T06:45:17.349177613Z [inf]      "annotations": []
2025-12-16T06:45:17.349184358Z [inf]    },
2025-12-16T06:45:17.349191601Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:23.458305500Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:45:23.458312482Z [inf]    "index": 0,
2025-12-16T06:45:23.458319893Z [inf]    "message": {
2025-12-16T06:45:23.458327214Z [inf]      "role": "assistant",
2025-12-16T06:45:23.458336123Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-16T06:45:23.458342853Z [inf]      "refusal": null,
2025-12-16T06:45:23.458350515Z [inf]      "annotations": []
2025-12-16T06:45:23.458357333Z [inf]    },
2025-12-16T06:45:23.458363711Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:23.458369800Z [inf]  }
2025-12-16T06:45:23.458375920Z [inf]  [GPT-Screen] SOLUSDT: score=20, direction=NONE, hasOpp=false
2025-12-16T06:45:23.458382415Z [inf]  [Engine] SOLUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-16T06:45:23.784536783Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:45:23.784541551Z [inf]    "index": 0,
2025-12-16T06:45:23.784546120Z [inf]    "message": {
2025-12-16T06:45:23.784551664Z [inf]      "role": "assistant",
2025-12-16T06:45:23.784556275Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 37}",
2025-12-16T06:45:23.784561643Z [inf]      "refusal": null,
2025-12-16T06:45:23.784566537Z [inf]      "annotations": []
2025-12-16T06:45:23.784571602Z [inf]    },
2025-12-16T06:45:23.784576517Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:23.784581352Z [inf]  }
2025-12-16T06:45:23.784597453Z [inf]  [GPT-Screen] BNBUSDT: score=37, direction=NONE, hasOpp=false
2025-12-16T06:45:23.784605026Z [inf]  [Engine] BNBUSDT: No opportunity (score: 37) - skipping full analysis
2025-12-16T06:45:24.497911348Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:24.497923965Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:24.497950734Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:24.497956795Z [inf]  }
2025-12-16T06:45:24.497962753Z [inf]  [GPT-Screen] XRPUSDT: score=78, direction=BUY, hasOpp=true
2025-12-16T06:45:24.497968099Z [inf]  [Engine] XRPUSDT: Opportunity detected! (score: 78, direction: BUY)
2025-12-16T06:45:24.497975158Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:24.497980499Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:24.498010853Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-16T06:45:24.498015716Z [inf]    "index": 0,
2025-12-16T06:45:24.498020897Z [inf]    "message": {
2025-12-16T06:45:24.498025673Z [inf]      "role": "assistant",
2025-12-16T06:45:24.498030637Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 78}",
2025-12-16T06:45:24.498035227Z [inf]      "refusal": null,
2025-12-16T06:45:24.498040000Z [inf]      "annotations": []
2025-12-16T06:45:24.498044582Z [inf]    },
2025-12-16T06:45:31.688985379Z [inf]  [Engine] BTCUSDT: BUY (72%)
2025-12-16T06:45:31.688990972Z [inf]  [Engine]   └─ Confirmo la señal BUY. 1) Tendencia: estructura claramente alcista en corto plazo: precio por encima...
2025-12-16T06:45:31.688995918Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:45:31.689001926Z [inf]  [Engine]   └─ SL: $86000.00 | TP: $86720.00
2025-12-16T06:45:32.603493074Z [inf]  [GPT-Screen] XRPUSDT: score=80, direction=BUY, hasOpp=true
2025-12-16T06:45:32.603500838Z [inf]  [Engine] XRPUSDT: Opportunity detected! (score: 80, direction: BUY)
2025-12-16T06:45:32.603508865Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:32.603516041Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:32.603524137Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:32.603532353Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:32.603556347Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-16T06:45:32.603561954Z [inf]    "index": 0,
2025-12-16T06:45:32.603569264Z [inf]    "message": {
2025-12-16T06:45:32.603575863Z [inf]      "role": "assistant",
2025-12-16T06:45:32.603582241Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 80}",
2025-12-16T06:45:32.603589007Z [inf]      "refusal": null,
2025-12-16T06:45:32.603596431Z [inf]      "annotations": []
2025-12-16T06:45:32.603603425Z [inf]    },
2025-12-16T06:45:32.603610540Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:32.603616342Z [inf]  }
2025-12-16T06:45:33.616408719Z [inf]  [Engine] Opening BUY BTCUSDT:
2025-12-16T06:45:33.616415225Z [inf]  [Engine]   └─ Quantity: 0.006 @ ~$86348.60
2025-12-16T06:45:33.616420942Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:45:33.616426293Z [inf]  [Engine]   └─ Capital used: $101.39 (3%)
2025-12-16T06:45:33.616431796Z [inf]  [Engine]   └─ Position value: $506.96
2025-12-16T06:45:33.616440721Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:33.616447962Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:33.616453251Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:33.616458952Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:45:34.697937920Z [inf]  [Engine] SOLUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-16T06:45:34.697965737Z [inf]    "finish_reason": "stop"
2025-12-16T06:45:34.697984390Z [inf]  }
2025-12-16T06:45:34.697996190Z [inf]  [GPT-Screen] SOLUSDT: score=25, direction=NONE, hasOpp=false
2025-12-16T06:45:34.698095806Z [inf]  [Engine] Position opened: LONG BTCUSDT @ $0.00
2025-12-16T06:45:34.698100258Z [inf]  [Engine]   └─ SL: $86000.00 (Infinity%)
2025-12-16T06:45:34.698104959Z [inf]  [Engine]   └─ TP: $86720.00 (Infinity%)
2025-12-16T06:45:34.698109538Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:45:34.698116266Z [inf]    "index": 0,
2025-12-16T06:45:34.698120502Z [inf]    "message": {
